Mod:Item:MetaData, Localized Name
lycanitesmobs:impspawn:0, Spawn Imp: Afrit
lycanitesmobs:bloodsummoningstaff, Blood Summoning Staff
lycanitesmobs:demoncrystal, Demon Crystal
lycanitesmobs:beastspawn:0, Spawn Beast: Jabberwock
lycanitesmobs:beastspawn:0, Spawn Beast: Wraamon
lycanitesmobs:beastspawn:0, Spawn Beast: Barghest
lycanitesmobs:beastspawn:0, Spawn Beast: Conba
lycanitesmobs:beastspawn:0, Spawn Beast: Warg
lycanitesmobs:beastspawn:0, Spawn Beast: Kobold
lycanitesmobs:beastspawn:0, Spawn Beast: Maka Alpha
lycanitesmobs:beastspawn:0, Spawn Beast: Chupacabra
lycanitesmobs:beastspawn:0, Spawn Beast: Bobeko
lycanitesmobs:beastspawn:0, Spawn Beast: Maug
lycanitesmobs:beastspawn:0, Spawn Beast: Dawon
lycanitesmobs:beastspawn:0, Spawn Beast: Quillbeast (Brucha)
lycanitesmobs:beastspawn:0, Spawn Beast: Yale
lycanitesmobs:beastspawn:0, Spawn Beast: Maka
lycanitesmobs:beastspawn:0, Spawn Beast: Feradon
lycanitesmobs:beastspawn:0, Spawn Beast: Epion
lycanitesmobs:beastspawn:0, Spawn Beast: Balayang
lycanitesmobs:soulstone_undead, Undead Soulstone
lycanitesmobs:soulstone_imp, Imp Soulstone
lycanitesmobs:shadowcrystal, Shadow Crystal
lycanitesmobs:raw_joust_meat, Raw Jouste Meat
lycanitesmobs:ashenstonetile, Ashenstone Tile
lycanitesmobs:planttreat, Plant Treat
lycanitesmobs:acidglobcharge, Acid Glob Charge
lycanitesmobs:reptilespawn:0, Spawn Reptile: Arisaur
lycanitesmobs:reptilespawn:0, Spawn Reptile: Thresher
lycanitesmobs:reptilespawn:0, Spawn Reptile: Aspid
lycanitesmobs:reptilespawn:0, Spawn Reptile: Khalk
lycanitesmobs:reptilespawn:0, Spawn Reptile: Geken
lycanitesmobs:desertstonechiseled, Chiseled Desertstone
lycanitesmobs:streamstonepolished, Polished Streamstone
lycanitesmobs:saddle_elemental, Elemental Saddle
lycanitesmobs:shadowstone_slab_double, Double Shadowstone Slab
lycanitesmobs:dragontreat, Dragon Treat
lycanitesmobs:astarothclaw, Astaroth Claw
lycanitesmobs:shadowstonechiseled, Chiseled Shadowstone
lycanitesmobs:apollyonclaw, Archvile (Apollyon) Claw
lycanitesmobs:saddle_plant, Plant Saddle
lycanitesmobs:slimetreat, Slime Treat
lycanitesmobs:ashenstone_slab_double, Double Ashenstone Slab
lycanitesmobs:shadowfire, Shadowfire
lycanitesmobs:saddle_dragon, Dragon Saddle
lycanitesmobs:bucketpoison, Poison Bucket
lycanitesmobs:lushstone_stairs, Lushstone Stairs
lycanitesmobs:aberrantstonebrick_slab:0, Aberrantstone Brick Slab
lycanitesmobs:icefireballcharge, item.icefireballcharge.name
lycanitesmobs:ashenstonebrick_stairs, Ashenstone Brick Stairs
lycanitesmobs:quillcharge, item.quillcharge.name
lycanitesmobs:lushstonebrick_fence, Lushstone Brick Fence
lycanitesmobs:ashenstonepillar, Ashenstone Pillar
lycanitesmobs:saddle_slime, Slime Saddle
lycanitesmobs:aberrantstonebrick, Aberrantstone Brick
lycanitesmobs:acid, tile.acid.name
lycanitesmobs:lushstonebrick_stairs, Lushstone Brick Stairs
lycanitesmobs:frostcloud, Frostcloud
lycanitesmobs:streamstonetile, Streamstone Tile
lycanitesmobs:elementaltreat, Elemental Treat
lycanitesmobs:ironaxehead, Steel Axe Head
lycanitesmobs:soulstone_arachnid, Arachnid Soulstone
lycanitesmobs:aberrantstonebrick_stairs, Aberrantstone Brick Stairs
lycanitesmobs:rabbitooze, tile.rabbitooze.name
lycanitesmobs:shadowstone, Shadowstone
lycanitesmobs:undeadtreat, Undead Treat
lycanitesmobs:faeboltcharge, Faebolt Charge
lycanitesmobs:clinkscythe, Clink Scythe
lycanitesmobs:sharacid, tile.sharacid.name
lycanitesmobs:lushstonebrick_slab:0, Lushstone Brick Slab
lycanitesmobs:saddle_anthronian, Anthronian Saddle
lycanitesmobs:ashenstonetile_slab:0, Ashenstone Tile Slab
lycanitesmobs:ironrod, Steel Rod
lycanitesmobs:ashenstonebrick_fence, Ashenstone Brick Fence
lycanitesmobs:embercharge, Ember Charge
lycanitesmobs:demontreat, Demon Treat
lycanitesmobs:pale_soup, Pale Soup
lycanitesmobs:cooked_yale_meat, Cooked Yale Meat
lycanitesmobs:streamstonebrick_wall, Streamstone Brick Wall
lycanitesmobs:wargskull, Warg Skull
lycanitesmobs:soulstone_aquatic, Aquatic Soulstone
lycanitesmobs:arixbrain, Arix Brain
lycanitesmobs:imptreat, Imp Treat
lycanitesmobs:raw_aspid_meat, Raw Aspid Meat
lycanitesmobs:cooked_aspid_meat, Cooked Aspid Meat
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Skylus
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Herma
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Lacedon
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Roa
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Cephignis
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Silex
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Abaia
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Abtu
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Stryder
lycanitesmobs:aquaticspawn:0, Spawn Aquatic: Ioray
lycanitesmobs:lifedraincharge, Life Drain Charge
lycanitesmobs:veshoney, tile.veshoney.name
lycanitesmobs:streamcrystal, Stream Crystal
lycanitesmobs:shadowstone_stairs, Shadowstone Stairs
lycanitesmobs:lushstonetile_slab:0, Lushstone Tile Slab
lycanitesmobs:arcanelaserstormcharge, Arcane Laser Storm Charge
lycanitesmobs:dragonspawn:0, Spawn Dragon: Quetzodracl
lycanitesmobs:dragonspawn:0, Spawn Dragon: Cockatrice
lycanitesmobs:dragonspawn:0, Spawn Dragon: Morock
lycanitesmobs:dragonspawn:0, Spawn Dragon: Ignibus
lycanitesmobs:dragonspawn:0, Spawn Dragon: Zoataur
lycanitesmobs:dragonspawn:0, Spawn Dragon: Remobra
lycanitesmobs:serpixmandible, Serpix Mandible
lycanitesmobs:raw_concapede_meat, Raw Concapede Meat
lycanitesmobs:cooked_joust_meat, Cooked Jouste Meat
lycanitesmobs:ironpikejoint, Steel Pike Joint
lycanitesmobs:aetherwavecharge, Aetherwave Charge
lycanitesmobs:soulkey, Soulkey
lycanitesmobs:demonstone, Demonstone
lycanitesmobs:soulstone_dragon, Dragon Soulstone
lycanitesmobs:aberrantstonechiseled, Chiseled Aberrantstone
lycanitesmobs:ashenstonepolished, Polished Ashenstone
lycanitesmobs:demonstonebrick_slab:0, Demonstone Brick Slab
lycanitesmobs:aberrantstonetile_slab:0, Aberrantstone Tile Slab
lycanitesmobs:ashenstone, Ashenstone
lycanitesmobs:darklingskull, Darkling Skull
lycanitesmobs:streamstonepillar, Streamstone Pillar
lycanitesmobs:cherufecore, Lobber (Cherufe) Core
lycanitesmobs:lacedonhead, Lacedon Head
lycanitesmobs:saddle_reptile, Reptile Saddle
lycanitesmobs:cleansingcrystal, Cleansing Crystal
lycanitesmobs:soulstone_aberration, Aberration Soulstone
lycanitesmobs:malwratheye, Cacodemon (Malwrath) Eye
lycanitesmobs:tundracharge, Tundra Charge
lycanitesmobs:arachnidspawn:0, Spawn Arachnid: Sutiramu
lycanitesmobs:arachnidspawn:0, Spawn Arachnid: Frostweaver
lycanitesmobs:arachnidspawn:0, Spawn Arachnid: Tarantula (Lycosa)
lycanitesmobs:ooze, Ooze
lycanitesmobs:demonstone_stairs, Demonstone Stairs
lycanitesmobs:aberrantstone_slab_double, Double Aberrantstone Slab
lycanitesmobs:soulstone_elemental, Elemental Essencestone
lycanitesmobs:desertstonetile, Desertstone Tile
lycanitesmobs:desertstone_slab_double, Double Desertstone Slab
lycanitesmobs:cooked_silex_meat, Cooked Silex Meat
lycanitesmobs:tricksterflarecharge, item.tricksterflarecharge.name
lycanitesmobs:saddle_undead, Undead Saddle
lycanitesmobs:cooked_cephignis_meat, Cooked Cephignis Meat
lycanitesmobs:anthronianspawn:0, Spawn Anthronian: Wildkin
lycanitesmobs:anthronianspawn:0, Spawn Anthronian: Troll
lycanitesmobs:anthronianspawn:0, Spawn Anthronian: Ettin
lycanitesmobs:saddle_avian, Avian Saddle
lycanitesmobs:desertstonetile_slab:0, Desertstone Tile Slab
lycanitesmobs:desertstone_slab:0, Desertstone Slab
lycanitesmobs:lushstonebrick_wall, Lushstone Brick Wall
lycanitesmobs:shadowstone_slab:0, Shadowstone Slab
lycanitesmobs:sprigganroot, Spriggan Root
lycanitesmobs:cooked_concapede_meat, Cooked Concapede Meat
lycanitesmobs:wintergift, Winter Gift
lycanitesmobs:lushcrystal, Lush Crystal
lycanitesmobs:aberrantcrystal, Aberrant Crystal
lycanitesmobs:saddle_demon, Demon Saddle
lycanitesmobs:wormtreat, Worm Treat
lycanitesmobs:propolis, Propolis
lycanitesmobs:scorchfire, Scorchfire
lycanitesmobs:demonstonepillar, Demonstone Pillar
lycanitesmobs:streamstonebrick_slab:0, Streamstone Brick Slab
lycanitesmobs:demonicblastcharge, item.demonicblastcharge.name
lycanitesmobs:wintergiftlarge, Large Winter Gift
lycanitesmobs:naxiriseye, Beholder (Naxiris) Eye
lycanitesmobs:bloodleechcharge, Bloodleech Charge
lycanitesmobs:desertstonebrick_stairs, Desertstone Brick Stairs
lycanitesmobs:savagesummoningstaff, Savage Summoning Staff
lycanitesmobs:ashenstonetile_stairs, Ashenstone Tile Stairs
lycanitesmobs:soulcubedemonic, Demonic Soulcube
lycanitesmobs:cinderblade, Cinder Blade
lycanitesmobs:geonachfist, Geonach Fist
lycanitesmobs:woodenpaxel, Hard Wood Paxel
lycanitesmobs:soulstone_reptile, Reptile Soulstone
lycanitesmobs:soulstone_worm, Worm Soulstone
lycanitesmobs:desertstonebrick_wall, Desertstone Brick Wall
lycanitesmobs:aberrantstone_slab:0, Aberrantstone Slab
lycanitesmobs:shadowstonepolished, Polished Shadowstone
lycanitesmobs:frostwebcharge, Frostweb Charge
lycanitesmobs:woodenhilt, Hard Wood Hilt
lycanitesmobs:shadowstonebrick, Shadowstone Brick
lycanitesmobs:equipment, Crafted Equipment
lycanitesmobs:soulstone_avian, Avian Soulstone
lycanitesmobs:caecilian_ramen, Caecilian Ramen
lycanitesmobs:insecttreat, Insect Treat
lycanitesmobs:chaosorbcharge, Chaos Orb Charge
lycanitesmobs:poisonraycharge, item.poisonraycharge.name
lycanitesmobs:aquatictreat, Aquatic Treat
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Beholder (Naxiris)
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Trite
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Shade
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Asmodeus
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Grell
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Astaroth
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Krake
lycanitesmobs:aberrationspawn:0, Spawn Aberration: Grigori
lycanitesmobs:spectretendril, Spectre Tendril
lycanitesmobs:lushstone_slab_double, Double Lushstone Slab
lycanitesmobs:soulgazer, Soulgazer
lycanitesmobs:streamstonetile_slab:0, Streamstone Tile Slab
lycanitesmobs:wormspawn:0, Spawn Worm: Crusk
lycanitesmobs:wormspawn:0, Spawn Worm: Serpix
lycanitesmobs:wormspawn:0, Spawn Worm: Ika
lycanitesmobs:wormspawn:0, Spawn Worm: Gorger (Umibas)
lycanitesmobs:demonstonetile, Demonstone Tile
lycanitesmobs:desertstonebrick, Desertstone Brick
lycanitesmobs:doomfireballcharge, item.doomfireballcharge.name
lycanitesmobs:devilstarcharge, Devilstar Charge
lycanitesmobs:shadowstonetile_slab:0, Shadowstone Tile Slab
lycanitesmobs:eechetikarm, Eechetik Arm
lycanitesmobs:shadowstonebrick_wall, Shadowstone Brick Wall
lycanitesmobs:bucketmoglava, Moglava Bucket
lycanitesmobs:streamstonechiseled, Chiseled Streamstone
lycanitesmobs:sturdysummoningstaff, Sturdy Summoning Staff
lycanitesmobs:lushstonetile_stairs, Lushstone Tile Stairs
lycanitesmobs:demonstonebrick_stairs, Demonstone Brick Stairs
lycanitesmobs:sprigganheart, Spriggan Heart
lycanitesmobs:bansheeeye, Banshee Eye
lycanitesmobs:saddle_beast, Beast Saddle
lycanitesmobs:saddle_imp, Imp Saddle
lycanitesmobs:desertstone_stairs, Desertstone Stairs
lycanitesmobs:tropical_curry, Tropical Curry
lycanitesmobs:conbabutt, Conba Butt
lycanitesmobs:sylphwing, Sylph Wing
lycanitesmobs:ashenstone_stairs, Ashenstone Stairs
lycanitesmobs:battle_burrito, Battle Burrito
lycanitesmobs:blood_chili, Blood Chili
lycanitesmobs:aberrantstonebrick_wall, Aberrantstone Brick Wall
lycanitesmobs:soulstone_demon, Demon Soulstone
lycanitesmobs:grueclaw, Grue Claw
lycanitesmobs:immunizer, Immunizer
lycanitesmobs:halloweentreat, Halloween Treat
lycanitesmobs:streamstone_slab:0, Streamstone Slab
lycanitesmobs:saddle_insect, Insect Saddle
lycanitesmobs:moglava, Moglava
lycanitesmobs:lapis_fish_and_chips, Lapis Fish and Chips
lycanitesmobs:magmacharge, Magma Charge
lycanitesmobs:frostboltcharge, Frostbolt Charge
lycanitesmobs:avianspawn:0, Spawn Avian: Uvaraptor
lycanitesmobs:avianspawn:0, Spawn Avian: Roc
lycanitesmobs:avianspawn:0, Spawn Avian: Raiko
lycanitesmobs:avianspawn:0, Spawn Avian: Ventoraptor
lycanitesmobs:desertstonetile_stairs, Desertstone Tile Stairs
lycanitesmobs:afritlung, Afrit Lung
lycanitesmobs:angeltreat, Angel Treat
lycanitesmobs:aberrantstonebrick_fence, Aberrantstone Brick Fence
lycanitesmobs:quickweb, Quickweb
lycanitesmobs:remobrawing, Remobra Wing
lycanitesmobs:desertstonebrick_fence, Desertstone Brick Fence
lycanitesmobs:spectralboltcharge, Spectral Bolt Charge
lycanitesmobs:doomfire, Doomfire
lycanitesmobs:moss_pie, Moss Pie
lycanitesmobs:uvaraptorskull, Uvaraptor Skull
lycanitesmobs:cooked_bobeko_meat, Cooked Bobeko Meat
lycanitesmobs:desertstonepolished, Polished Desertstone
lycanitesmobs:summoningstaff, Summoning Staff
lycanitesmobs:demonstonechiseled, Chiseled Demonstone
lycanitesmobs:venomshotcharge, Venomshot Charge
lycanitesmobs:explorers_risotto, Explorers Risotto
lycanitesmobs:aberrantstone, Aberrantstone
lycanitesmobs:hellfire, Hellfire
lycanitesmobs:icefire, Icefire
lycanitesmobs:fireballcharge, item.fireballcharge.name
lycanitesmobs:wildkinarm, Wildkin Arm
lycanitesmobs:poison, tile.poison.name
lycanitesmobs:equipment_station, tile.equipment_station.name
lycanitesmobs:boulderblastcharge, Boulder Blast Charge
lycanitesmobs:ashenstonechiseled, Chiseled Ashenstone
lycanitesmobs:peaks_kebab, Peaks Kebab
lycanitesmobs:hellfireballcharge, item.hellfireballcharge.name
lycanitesmobs:mobtoken, Mob Token
lycanitesmobs:scorchfireballcharge, item.scorchfireballcharge.name
lycanitesmobs:soulstone_anthronian, Anthronian Soulstone
lycanitesmobs:wraithsigil, Wraith Sigil
lycanitesmobs:throwingscythecharge, item.throwingscythecharge.name
lycanitesmobs:soulcubeaberrant, Aberrant Soulcube
lycanitesmobs:acidsplashcharge, Acid Splash Charge
lycanitesmobs:streamstonetile_stairs, Streamstone Tile Stairs
lycanitesmobs:aberrantstonepolished, Polished Aberrantstone
lycanitesmobs:desertstone, Desertstone
lycanitesmobs:zephyrcloud, Djinn (Zephyr) Cloud
lycanitesmobs:sutiramustinger, Sutiramu Stinger
lycanitesmobs:ironhilt, Steel Guard
lycanitesmobs:lobdarklingscharge, Lob Darklings Charge
lycanitesmobs:frostweaverleg, Frostweaver Leg
lycanitesmobs:anthroniantreat, Anthronian Treat
lycanitesmobs:wendigoantler, Wendigo Antler
lycanitesmobs:epionwing, Epion Wing
lycanitesmobs:lushstonetile, Lushstone Tile
lycanitesmobs:desertstonepillar, Desertstone Pillar
lycanitesmobs:raw_krake_meat, Raw Krake Meat
lycanitesmobs:stablesummoningstaff, Stable Summoning Staff
lycanitesmobs:demonstonebrick_wall, Demonstone Brick Wall
lycanitesmobs:raw_yale_meat, Raw Yale Meat
lycanitesmobs:vespidstinger, Vespid Stinger
lycanitesmobs:argustail, Argus Tail
lycanitesmobs:equipmentforge_lesser, Lesser Equipment Forge (Lvl 1)
lycanitesmobs:golemtreat, Golem Treat
lycanitesmobs:raw_pinky_meat, Raw Pinky (Kathoga) Meat
lycanitesmobs:cooked_pinky_meat, Cooked Pinky (Kathoga) Meat
lycanitesmobs:vesspoison, tile.vesspoison.name
lycanitesmobs:soulkeyemerald, Emerald Soulkey
lycanitesmobs:poopcharge, Poop
lycanitesmobs:frostfire, Frostfire
lycanitesmobs:bucketveshoney, Veshoney Bucket
lycanitesmobs:aquapulsecharge, Aqua Pulse Charge
lycanitesmobs:saddle_amphibian, Amphibian Saddle
lycanitesmobs:equipmentforge_master, Master Equipment Forge (Lvl 3)
lycanitesmobs:aberrantstonetile, Aberrantstone Tile
lycanitesmobs:aberrantstone_stairs, Aberrantstone Stairs
lycanitesmobs:insectspawn:0, Spawn Insect: Vespid Queen
lycanitesmobs:insectspawn:0, Spawn Insect: Eyewig
lycanitesmobs:insectspawn:0, Spawn Insect: Vespid
lycanitesmobs:insectspawn:0, Spawn Insect: Concapede
lycanitesmobs:insectspawn:0, Spawn Insect: Jouste
lycanitesmobs:insectspawn:0, Spawn Insect: Jouste Alpha
lycanitesmobs:insectspawn:0, Spawn Insect: Gorgomite
lycanitesmobs:insectspawn:0, Spawn Insect: Darkling
lycanitesmobs:insectspawn:0, Spawn Insect: Lurker (Ostimien)
lycanitesmobs:insectspawn:0, Spawn Insect: Calpod
lycanitesmobs:insectspawn:0, Spawn Insect: Erepede
lycanitesmobs:insectspawn:0, Spawn Insect: Concapede Segment
lycanitesmobs:aberrationtreat, Aberration Treat
lycanitesmobs:ashenstonebrick_wall, Ashenstone Brick Wall
lycanitesmobs:ventoraptorskull, Ventoraptor Skull
lycanitesmobs:geistliver, Geist Liver
lycanitesmobs:cooked_krake_meat, Cooked Krake Meat
lycanitesmobs:ioraystinger, Ioray Stinger
lycanitesmobs:aviantreat, Avian Treat
lycanitesmobs:streamstone, Streamstone
lycanitesmobs:streamstonebrick_fence, Streamstone Brick Fence
lycanitesmobs:cooked_arisaur_meat, Cooked Arisaur Meat
lycanitesmobs:ashenstonebrick, Ashenstone Brick
lycanitesmobs:lightballcharge, item.lightballcharge.name
lycanitesmobs:desertstonebrick_slab:0, Desertstone Brick Slab
lycanitesmobs:entarm, Ent Arm
lycanitesmobs:elementalspawn:0, Spawn Elemental: Spriggan
lycanitesmobs:elementalspawn:0, Spawn Elemental: Tremor
lycanitesmobs:elementalspawn:0, Spawn Elemental: Vapula
lycanitesmobs:elementalspawn:0, Spawn Elemental: Geonach
lycanitesmobs:elementalspawn:0, Spawn Elemental: Cinder
lycanitesmobs:elementalspawn:0, Spawn Elemental: Reiver
lycanitesmobs:elementalspawn:0, Spawn Elemental: Jengu
lycanitesmobs:elementalspawn:0, Spawn Elemental: Spectre
lycanitesmobs:elementalspawn:0, Spawn Elemental: Banshee
lycanitesmobs:elementalspawn:0, Spawn Elemental: Grue
lycanitesmobs:elementalspawn:0, Spawn Elemental: Aegis
lycanitesmobs:elementalspawn:0, Spawn Elemental: Zephyr (Raidra)
lycanitesmobs:elementalspawn:0, Spawn Elemental: Djinn (Zephyr)
lycanitesmobs:elementalspawn:0, Spawn Elemental: Eechetik
lycanitesmobs:elementalspawn:0, Spawn Elemental: Wraith
lycanitesmobs:elementalspawn:0, Spawn Elemental: Sylph
lycanitesmobs:elementalspawn:0, Spawn Elemental: Volcan
lycanitesmobs:elementalspawn:0, Spawn Elemental: Wisp
lycanitesmobs:elementalspawn:0, Spawn Elemental: Argus
lycanitesmobs:elementalspawn:0, Spawn Elemental: Nymph
lycanitesmobs:elementalspawn:0, Spawn Elemental: Xaphan
lycanitesmobs:mudshotcharge, Mudshot Charge
lycanitesmobs:raw_ika_meat, Raw Ika Meat
lycanitesmobs:frostyfur, Frosty Fur
lycanitesmobs:reaperclaw, Reaper Claw
lycanitesmobs:erepededrill, Erepede Drill
lycanitesmobs:goldscepterhead, Gold Scepter Head
lycanitesmobs:lushstonepillar, Lushstone Pillar
lycanitesmobs:streamstone_slab_double, Double Streamstone Slab
lycanitesmobs:saddle_worm, Worm Saddle
lycanitesmobs:saddle_arachnid, Arachnid Saddle
lycanitesmobs:raw_arisaur_meat, Raw Arisaur Meat
lycanitesmobs:raidrablade,  Zephyr (Raidra) Blade
lycanitesmobs:crystalshardcharge, item.crystalshardcharge.name
lycanitesmobs:soulstone_golem, Golem Soulstone
lycanitesmobs:primeembercharge, item.primeembercharge.name
